0	0	450.000000
0	1	300.000000
0	2	300.000000
0	3	300.000000
0	4	300.000000
0	5	300.000000
0	6	300.000000
0	7	300.000000
0	8	300.000000
0	9	300.000000
0	10	300.000000
0	11	300.000000
0	12	300.000000
0	13	300.000000
0	14	300.000000
0	15	300.000000
0	16	300.000000
0	17	300.000000
0	18	300.000000
0	19	300.000000
0	20	300.000000
0	21	300.000000
0	22	300.000000
0	23	300.000000
0	24	300.000000
0	25	300.000000
0	26	300.000000
0	27	300.000000
0	28	300.000000
0	29	300.000000
0	30	300.000000
0	31	300.000000
0	32	300.000000
0	33	300.000000
0	34	300.000000
0	35	300.000000
0	36	300.000000
0	37	300.000000
0	38	300.000000
0	39	300.000000
0	40	300.000000
0	41	300.000000
0	42	300.000000
0	43	300.000000
0	44	300.000000
0	45	300.000000
0	46	300.000000
0	47	300.000000
0	48	300.000000
0	49	300.000000
0	50	300.000000
0	51	300.000000
0	52	300.000000
0	53	300.000000
0	54	300.000000
0	55	300.000000
0	56	300.000000
0	57	300.000000
0	58	300.000000
0	59	300.000000
0	60	300.000000
0	61	300.000000
0	62	300.000000
0	63	300.000000
0	64	300.000000
0	65	300.000000
0	66	300.000000
0	67	300.000000
0	68	300.000000
0	69	300.000000
0	70	300.000000
0	71	300.000000
0	72	300.000000
0	73	300.000000
0	74	300.000000
0	75	300.000000
0	76	300.000000
0	77	300.000000
0	78	300.000000
0	79	300.000000
0	80	300.000000
0	81	300.000000
0	82	300.000000
0	83	300.000000
0	84	300.000000
0	85	300.000000
0	86	300.000000
0	87	300.000000
0	88	300.000000
0	89	300.000000
0	90	300.000000
0	91	300.000000
0	92	300.000000
0	93	300.000000
0	94	300.000000
0	95	300.000000
0	96	300.000000
0	97	300.000000
0	98	300.000000
0	99	300.000000
1	0	450.000000
1	1	374.931535
1	2	345.215167
1	3	331.202993
1	4	323.500491
1	5	318.726672
1	6	315.493873
1	7	313.158078
1	8	311.386970
1	9	309.993498
1	10	308.864773
1	11	307.928754
1	12	307.137338
1	13	306.457196
1	14	305.864504
1	15	305.341786
1	16	304.875930
1	17	304.456902
1	18	304.076899
1	19	303.729753
1	20	303.410527
1	21	303.115221
1	22	302.840558
1	23	302.583824
1	24	302.342756
1	25	302.115446
1	26	301.900272
1	27	301.695849
1	28	301.500983
1	29	301.314637
1	30	301.135905
1	31	300.963992
1	32	300.798192
1	33	300.637879
1	34	300.482488
1	35	300.331514
1	36	300.184493
1	37	300.041005
1	38	299.900661
1	39	299.763100
1	40	299.627986
1	41	299.495002
1	42	299.363848
1	43	299.234236
1	44	299.105889
1	45	298.978539
1	46	298.851924
1	47	298.725782
1	48	298.599856
1	49	298.473886
1	50	298.347612
1	51	298.220768
1	52	298.093079
1	53	297.964264
1	54	297.834031
1	55	297.702072
1	56	297.568065
1	57	297.431669
1	58	297.292519
1	59	297.150225
1	60	297.004368
1	61	296.854493
1	62	296.700107
1	63	296.540670
1	64	296.375588
1	65	296.204208
1	66	296.025805
1	67	295.839571
1	68	295.644601
1	69	295.439879
1	70	295.224255
1	71	294.996424
1	72	294.754892
1	73	294.497946
1	74	294.223605
1	75	293.929565
1	76	293.613128
1	77	293.271115
1	78	292.899748
1	79	292.494501
1	80	292.049903
1	81	291.559276
1	82	291.014379
1	83	290.404920
1	84	289.717872
1	85	288.936495
1	86	288.038915
1	87	286.995980
1	88	285.767962
1	89	284.299283
1	90	282.509749
1	91	280.279259
1	92	277.419637
1	93	273.619101
1	94	268.323757
1	95	260.460215
1	96	247.715669
1	97	224.455103
1	98	175.020949
1	99	50.000000
2	0	450.000000
2	1	404.510999
2	2	374.726192
2	3	356.096389
2	4	344.072401
2	5	335.912453
2	6	330.090894
2	7	325.751647
2	8	322.396508
2	9	319.722475
2	10	317.537093
2	11	315.713180
2	12	314.163704
2	13	312.827264
2	14	311.659381
2	15	310.627081
2	16	309.705422
2	17	308.875195
2	18	308.121376
2	19	307.432042
2	20	306.797612
2	21	306.210298
2	22	305.663703
2	23	305.152521
2	24	304.672311
2	25	304.219328
2	26	303.790384
2	27	303.382750
2	28	302.994070
2	29	302.622299
2	30	302.265647
2	31	301.922539
2	32	301.591581
2	33	301.271530
2	34	300.961269
2	35	300.659793
2	36	300.366185
2	37	300.079607
2	38	299.799288
2	39	299.524511
2	40	299.254608
2	41	298.988948
2	42	298.726932
2	43	298.467990
2	44	298.211571
2	45	297.957138
2	46	297.704169
2	47	297.452146
2	48	297.200554
2	49	296.948878
2	50	296.696596
2	51	296.443178
2	52	296.188081
2	53	295.930742
2	54	295.670578
2	55	295.406979
2	56	295.139302
2	57	294.866867
2	58	294.588950
2	59	294.304775
2	60	294.013507
2	61	293.714243
2	62	293.406001
2	63	293.087709
2	64	292.758189
2	65	292.416143
2	66	292.060132
2	67	291.688554
2	68	291.299618
2	69	290.891309
2	70	290.461352
2	71	290.007166
2	72	289.525800
2	73	289.013873
2	74	288.467477
2	75	287.882075
2	76	287.252362
2	77	286.572095
2	78	285.833867
2	79	285.028823
2	80	284.146285
2	81	283.173252
2	82	282.093729
2	83	280.887817
2	84	279.530436
2	85	277.989536
2	86	276.223503
2	87	274.177337
2	88	271.776855
2	89	268.919671
2	90	265.460677
2	91	261.187848
2	92	255.780363
2	93	248.733161
2	94	239.215838
2	95	225.801534
2	96	205.947434
2	97	175.083845
2	98	125.628717
2	99	50.000000
3	0	450.000000
3	1	418.386320
3	2	393.082314
3	3	374.384123
3	4	360.780476
3	5	350.760099
3	6	343.205910
3	7	337.361464
3	8	332.725343
3	9	328.963257
3	10	325.848446
3	11	323.223721
3	12	320.977632
3	13	319.029422
3	14	317.319367
3	15	315.802474
3	16	314.444264
3	17	313.217909
3	18	312.102240
3	19	311.080341
3	20	310.138535
3	21	309.265651
3	22	308.452470
3	23	307.691318
3	24	306.975751
3	25	306.300318
3	26	305.660369
3	27	305.051912
3	28	304.471498
3	29	303.916122
3	30	303.383154
3	31	302.870275
3	32	302.375430
3	33	301.896782
3	34	301.432683
3	35	300.981643
3	36	300.542306
3	37	300.113430
3	38	299.693871
3	39	299.282565
3	40	298.878518
3	41	298.480794
3	42	298.088501
3	43	297.700791
3	44	297.316843
3	45	296.935859
3	46	296.557060
3	47	296.179674
3	48	295.802935
3	49	295.426074
3	50	295.048315
3	51	294.668866
3	52	294.286917
3	53	293.901632
3	54	293.512142
3	55	293.117537
3	56	292.716860
3	57	292.309100
3	58	291.893178
3	59	291.467942
3	60	291.032149
3	61	290.584460
3	62	290.123416
3	63	289.647426
3	64	289.154744
3	65	288.643447
3	66	288.111405
3	67	287.556249
3	68	286.975332
3	69	286.365682
3	70	285.723946
3	71	285.046321
3	72	284.328473
3	73	283.565436
3	74	282.751487
3	75	281.879992
3	76	280.943211
3	77	279.932057
3	78	278.835783
3	79	277.641581
3	80	276.334063
3	81	274.894575
3	82	273.300285
3	83	271.522953
3	84	269.527246
3	85	267.268392
3	86	264.688862
3	87	261.713599
3	88	258.242992
3	89	254.142364
3	90	249.225887
3	91	243.231492
3	92	235.781157
3	93	226.317641
3	94	214.005151
3	95	197.582851
3	96	175.188839
3	97	144.304226
3	98	102.410123
3	99	50.000000
4	0	450.000000
4	1	425.952044
4	2	404.832773
4	3	387.577545
4	4	373.905588
4	5	363.141940
4	6	354.611638
4	7	347.763488
4	8	342.180751
4	9	337.557445
4	10	333.670468
4	11	330.356451
4	12	327.494581
4	13	324.994392
4	14	322.787230
4	15	320.820291
4	16	319.052426
4	17	317.451178
4	18	315.990640
4	19	314.649915
4	20	313.411969
4	21	312.262794
4	22	311.190760
4	23	310.186139
4	24	309.240723
4	25	308.347542
4	26	307.500632
4	27	306.694855
4	28	305.925758
4	29	305.189454
4	30	304.482534
4	31	303.801984
4	32	303.145127
4	33	302.509570
4	34	301.893159
4	35	301.293946
4	36	300.710154
4	37	300.140156
4	38	299.582448
4	39	299.035633
4	40	298.498402
4	41	297.969523
4	42	297.447824
4	43	296.932182
4	44	296.421515
4	45	295.914773
4	46	295.410923
4	47	294.908948
4	48	294.407835
4	49	293.906568
4	50	293.404120
4	51	292.899447
4	52	292.391479
4	53	291.879109
4	54	291.361191
4	55	290.836524
4	56	290.303845
4	57	289.761819
4	58	289.209027
4	59	288.643948
4	60	288.064949
4	61	287.470265
4	62	286.857981
4	63	286.226008
4	64	285.572054
4	65	284.893600
4	66	284.187859
4	67	283.451733
4	68	282.681766
4	69	281.874085
4	70	281.024326
4	71	280.127550
4	72	279.178136
4	73	278.169663
4	74	277.094742
4	75	275.944838
4	76	274.710021
4	77	273.378671
4	78	271.937100
4	79	270.369068
4	80	268.655161
4	81	266.771986
4	82	264.691104
4	83	262.377622
4	84	259.788294
4	85	256.868944
4	86	253.550909
4	87	249.746089
4	88	245.339962
4	89	240.181650
4	90	234.069684
4	91	226.731671
4	92	217.795656
4	93	206.751546
4	94	192.904648
4	95	175.336181
4	96	152.921071
4	97	124.534248
4	98	89.707626
4	99	50.000000
5	0	450.000000
5	1	430.589186
5	2	412.719395
5	3	397.187999
5	4	384.122797
5	5	373.290945
5	6	364.335824
5	7	356.900810
5	8	350.677537
5	9	345.416211
5	10	340.920533
5	11	337.038137
5	12	333.651046
5	13	330.667626
5	14	328.016255
5	15	325.640506
5	16	323.495537
5	17	321.545388
5	18	319.760968
5	19	318.118532
5	20	316.598540
5	21	315.184781
5	22	313.863704
5	23	312.623896
5	24	311.455677
5	25	310.350786
5	26	309.302122
5	27	308.303546
5	28	307.349716
5	29	306.435958
5	30	305.558158
5	31	304.712671
5	32	303.896250
5	33	303.105989
5	34	302.339264
5	35	301.593700
5	36	300.867125
5	37	300.157547
5	38	299.463124
5	39	298.782142
5	40	298.112992
5	41	297.454158
5	42	296.804197
5	43	296.161727
5	44	295.525413
5	45	294.893957
5	46	294.266087
5	47	293.640545
5	48	293.016079
5	49	292.391434
5	50	291.765343
5	51	291.136513
5	52	290.503622
5	53	289.865306
5	54	289.220146
5	55	288.566662
5	56	287.903296
5	57	287.228403
5	58	286.540232
5	59	285.836915
5	60	285.116441
5	61	284.376644
5	62	283.615171
5	63	282.829463
5	64	282.016715
5	65	281.173845
5	66	280.297451
5	67	279.383757
5	68	278.428561
5	69	277.427155
5	70	276.374252
5	71	275.263879
5	72	274.089260
5	73	272.842667
5	74	271.515244
5	75	270.096788
5	76	268.575480
5	77	266.937545
5	78	265.166838
5	79	263.244309
5	80	261.147326
5	81	258.848819
5	82	256.316152
5	83	253.509676
5	84	250.380817
5	85	246.869543
5	86	242.901012
5	87	238.381063
5	88	233.190202
5	89	227.175576
5	90	220.140421
5	91	211.830650
5	92	201.918947
5	93	189.988837
5	94	175.526216
5	95	157.936553
5	96	136.625317
5	97	111.204268
5	98	81.886234
5	99	50.000000
6	0	450.000000
6	1	433.685433
6	2	418.267877
6	3	404.332643
6	4	392.107166
6	5	381.563855
6	6	372.540662
6	7	364.827275
6	8	358.213384
6	9	352.510462
